source_entry	source_target	opcode_name	problem_kind	status	readability_status	operation_family_mix	unresolved_mix	dispatch_slot_kind	state_kind	delta	shape	word_shape	operand_layout	word_layout	programs	program_count	observation_rows	target_entries	target_entry_count	trace_rows	trace_files	dynamic_start_vm_ip_count	exact_string_refs	side_effect_categories	formula_variables	formula_constants	required_inputs	operator_summary	state_formula	dispatch_formula	next_step
136	0x9461b	vmop_136_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_mba_stateful	state_add_const	+0x5	CCCCC	CC	b0=0x75;b1=0xd8;b2=0x3d;b3=0x01;b4=0x5b	w0=0xd875;w1=0x013d	042	1	1	198	1	4	vm_instruction_trace.tsv:2;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2	1	0		state0;u16_0	0xffff;0x2eae4eac	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;|:1;^:2;-:2	state0 | u16_0 ^ state0 - 0x2eae4eac	2=(mask32((mask32(u16_0 ^ state0)) - 0x2eae4eac)) & 0xffff	simplify_to_c_expression_or_table
140	0x94e5a	vmop_140_plus0x6_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:248	algebraic_state_or_slot_formula:248	slot_multi_path	state_add_const	+0x6	VVVVVV	VVV	b0=var143(top=0xce:6.8%);b1=var148(top=0xab:8.5%);b2=var158(top=0x2b:7.0%);b3=var152(top=0x45:12.9%);b4=var146(top=0xf3:6.9%);b5=var145(top=0x79:6.8%)	w0=var247(top=0x95ce:6.8%);w1=var247(top=0x9e2b:6.8%);w2=var242(top=0x79f3:6.8%)	001;002;007;010;011;015;016;018;020;021;023;025;026;028;030;032;033;034;035;040;041;042;046;048;...+13	37	248	3;17;18;28;37;43;48;49;52;64;66;70;79;83;92;105;114;151;157;168;172;185;189;190;...+25	49	4380	vm_instruction_trace.tsv:2190;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2190	248	2	cxx_runtime;unclassified_data	flags0;state0;u16_0	0xffff;0xf17c331;0x16a9ca8c;0x6e089feb;0x6f549f79	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:13;&:2;|:9;^:6;+:1;-:11	state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c + u16_0 ^ state0 - flags0 - 0x6f549f79 - state0 | 0xf17c331 | 0x16a9ca8c ^ 0x6e089feb	112=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32(flags0 - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff | 16=(mask32((mask32(u16_0 ^ (mask32(state0 - (mask32((mask32((mask32(flags0 - 0x6f549f79)) - (mask32(state0 | 0xf17c331)))) | 0x16a9ca8c)))))) ^ 0x6e089feb)) & 0xffff	simplify_to_c_expression_or_table
142	0x953b1	vmop_142_plus0xa_state_formula_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural;needs_algebraic_simplification	unresolved_dispatch:1	algebraic_state_or_slot_formula;dispatch_slot_unknown;static_model_or_runtime_validation_incomplete;state_formula_not_named:1	slot_unknown	state_formula	+0xa	CCCCCCCCCC	CCCCC	b0=0xc9;b1=0xc7;b2=0xf0;b3=0xc6;b4=0x36;b5=0x38;b6=0x0f;b7=0x39;b8=0x98;b9=0x02	w0=0xc7c9;w1=0xc6f0;w2=0x3836;w3=0x390f;w4=0x0298	061	1	1	83	1	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	1	0		flags0;state0;u16_8;u32_0	0x18594029;0x295d79d4;0x2968389e;0x2de9e0a2;0x2ed5a434;0x2fd9e422;0x56d385ee;0x5f23a362;0x5f9390ae;0x6209aa88;0x6a70639e;0x7e4feaa1	pre_state;pre_flags;raw_vm_bytes:u16_8,u32_0	|:36;^:86;+:10;-:15	state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae ^ 0x6209aa88 + u32_0 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae ^ 0x6209aa88 + flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae | 0x2fd9e422 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae + 0x56d385ee ^ flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 ^ state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae | 0x2fd9e422 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 + 0x295d79d4 | 0x6a70639e - 0x2ed5a434 | flags0 | state0 ^ flags0 ^ 0x7e4feaa1 ^ 0x2968389e ^ 0x2de9e0a2 - 0x5f23a362 ^ 0x5f9390ae + 0x56d385ee - 0x18594029 - u16_8	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
144	0x95887	vmop_144_plus0x2_state_mixed_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:619	algebraic_state_or_slot_formula;state_formula_not_named:619	slot_mba_stateful	state_mixed	+0x2	VV	V	b0=var32(top=0x87:10.1%);b1=var11(top=0x99:16.2%)	w0=var215(top=0x9087:5.4%)	000;002;003;004;005;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;024;025;...+29	53	619	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;118;121;124;128;129;140;146;154;157;...+43	67	10436	vm_instruction_trace.tsv:5218;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:5218	619	0		state0;u16_0	0xffff;0x1d022eee;0x2f1222e2;0x61f88068;0x6367b3dd	pre_state;raw_vm_bytes:u16_0	mask32:5;&:8;^:5;-:2	state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd & u16_0 ^ state0 & 0x61f88068 & 0x1d022eee ^ 0x6367b3dd - 0x2f1222e2	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32(state0 & 0x61f88068)) & 0x1d022eee)) ^ 0x6367b3dd)))) - 0x2f1222e2)) & 0xffff	simplify_to_c_expression_or_table
145	0x95b5c	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:13	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:13	slot_unknown	sampled_long_or_sparse	+0x139	sampled				015;017;033;042;048;050;055;059;063	9	13	165;171;354	3	401	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:259;vm_instruction_trace.tsv:142	22	6	cxx_runtime;locale_i18n	state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
146	0x96407	vmop_146_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:101	algebraic_state_or_slot_formula:101	slot_multi_path	state_add_const	+0x5	EVVVV	VV	b0=enum3(0x3a:379,0x50:122,0x62:77);b1=var58(top=0x09:27.5%);b2=var66(top=0x6e:15.9%);b3=var52(top=0x47:16.6%);b4=var53(top=0x92:18.2%)	w0=var73(top=0x513a:16.6%);w1=var101(top=0xa874:15.7%)	000;002;007;010;013;014;015;018;019;021;023;024;026;028;030;031;032;033;034;041;042;046;048;049;...+10	34	101	3;18;28;43;49;64;66;70;79;82;83;88;99;114;157;168;172;185;189;199;203;215;217;220;...+11	35	1156	vm_instruction_trace.tsv:578;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:578	101	0		flags0;state0;u16_1;u16_3	0xffff;0xa6d4251;0x2cff1885;0x2e312e01;0x409c2e61;0x4a5b7e16;0x7d882664	pre_state;pre_flags;raw_vm_bytes:u16_1,u16_3	mask32:20;&:10;|:1;^:14;+:17;-:3	state0 + flags0 ^ 0x2e312e01 & flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x7d882664 + 0x4a5b7e16 ^ u16_3 + flags0 & 0xa6d4251 ^ 0x409c2e61 ^ u16_1 - state0 + flags0 ^ 0x2e312e01 & flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x7d882664 + 0x4a5b7e16 ^ u16_3 + flags0 & 0xa6d4251 ^ 0x409c2e61 + 0x2cff1885	99=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32(flags0 + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u16_3 + flags0)))))) + 0x2cff1885)) & 0xffff | 29=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 + flags0)) ^ 0x2e312e01)) & (mask32((mask32((mask32(flags0 & 0xa6d4251)) ^ 0x409c2e61)) + 0x7d882664)))) + 0x4a5b7e16)) ^ (mask32(u1...#f74cf8f6b8fa	simplify_to_c_expression_or_table
148	0x96b6e	vmop_148_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:18	algebraic_state_or_slot_formula:18	slot_mba_stateful	state_add_const	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var16(top=0xad:44.4%);b3=var12(top=0x79:53.5%);b4=var15(top=0x56:47.9%)	w0=0x013d;w1=var18(top=0x79ad:44.4%)	030;048;050;052;055;056;059;063	8	18	108;144;160;173;257;352	6	288	vm_instruction_trace.tsv:144;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:144	18	0		flags0;state0;u16_3	0xffff;0x502e5379	pre_state;pre_flags;raw_vm_bytes:u16_3	mask32:3;&:3;^:1;-:1	state0 & flags0	105=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) ^ 0x502e5379)) & 0xffff	simplify_to_c_expression_or_table
151	0x97311	vmop_151_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:12	algebraic_state_or_slot_formula:12	slot_mba_stateful	state_add_const	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var11(top=0xa7:13.3%);b3=var11(top=0x07:13.3%);b4=var12(top=0xc3:13.3%)	w0=0x013d;w1=var12(top=0x07a7:13.3%)	041;042;046;048;052;055;056;063	8	12	144;160;173;198;352	5	90	vm_instruction_trace.tsv:45;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:45	12	0		flags0;state0;u16_3	0xffff;0x77236c60	pre_state;pre_flags;raw_vm_bytes:u16_3	mask32:3;&:1;^:1;+:7	state0 + flags0 ^ u16_3 + state0 + flags0 + 0x77236c60	34=(mask32((mask32(u16_3 + (mask32(state0 + flags0)))) + 0x77236c60)) & 0xffff	simplify_to_c_expression_or_table
153	0x979ab	vmop_153_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2	algebraic_state_or_slot_formula:2	slot_mba_stateful	state_add_const	+0x5	EECCE	EC	b0=enum2(0xda:5,0xb5:5);b1=enum2(0xa5:5,0x8b:5);b2=0x3d;b3=0x01;b4=enum2(0x0b:5,0x97:5)	w0=enum2(0xa5da:5,0x8bb5:5);w1=0x013d	055	1	2	144;173	2	20	vm_instruction_trace.tsv:10;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:10	2	0		state0;u16_0	0xffff;0x6f642592	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:2;+:1;-:2	state0 + u16_0 - state0 ^ 0x6f642592	10=(mask32((mask32(u16_0 - state0)) ^ 0x6f642592)) & 0xffff	simplify_to_c_expression_or_table
154	0x97ce6	vmop_154_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:252	algebraic_state_or_slot_formula:252	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var156(top=0xb3:7.0%);b1=var157(top=0x2d:5.8%);b2=var145(top=0x8f:5.7%);b3=var133(top=0x00:11.5%)	w0=var249(top=0x6ab9:5.7%);w1=var235(top=0x7b8f:5.7%)	000;002;010;012;013;014;015;020;021;022;023;025;026;028;030;031;032;034;035;036;039;041;042;043;...+14	38	252	3;18;28;37;43;49;64;66;70;79;83;90;91;92;105;114;122;125;157;168;172;180;183;185;...+22	46	4418	vm_instruction_trace.tsv:2209;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2209	252	0		flags0;state0;u16_0;u16_2	0xffff;0x7ed018f;0xbc52893;0x18426e67;0x56154baf;0x57dbe69e;0x60c316f3;0x6535d747;0x7ed018fb	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:20;&:11;|:8;^:7;+:13;-:14	state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - u16_0 - state0 - u16_2 ^ state0 - flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb + flags0 + 0x60c316f3 & 0x56154baf + 0xbc52893 & 0x57dbe69e | 0x7ed018fb ^ 0x18426e67 - 0x6535d747	81=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32(flags0 | 0x7ed018fb)))) + (mask32((mask32(flags0 | 0x7ed018fb)) ^ 0x18426e67)))))) - 0x6535d747)) & 0xffff | 31=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32(u16_2 ^ state0)))) - (mask32((mask32((mask32((mask32((mask32(flags0 + 0x60c316f3)) & 0x56154baf)) + 0xbc52893)) & 0x57dbe69e)) | 0x7ed018f...#e08d8bbcff59	simplify_to_c_expression_or_table
157	0x98a9a	vmop_157_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1395	algebraic_state_or_slot_formula:1395	slot_multi_path	state_add_const	+0x4	VVVE	VV	b0=var125(top=0x03:4.1%);b1=var228(top=0xd8:4.3%);b2=var17(top=0x68:20.5%);b3=enum2(0x00:12160,0x01:2533)	w0=var1238(top=0x8b7b:1.7%);w1=var17(top=0x0068:20.5%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+37	61	1395	3;18;26;28;30;33;37;49;52;64;66;70;79;83;114;118;121;124;131;140;146;148;154;179;...+42	66	29386	vm_instruction_trace.tsv:14693;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:14693	1395	0		flags0;state0;u16_0;u16_2	0x17d39c9f;0x1f5cd114;0x2832271c;0x2f4dfd84;0x3d2638af;0x3f0d8c6a;0x520e3305;0x68e1604d;0x7edaa354	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:21;&:6;|:5;^:19;+:15;-:4	state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ u16_0 + state0 ^ 0x2f4dfd84 + u16_2 | 0x1f5cd114 - flags0 + 0x3f0d8c6a + 0x2832271c ^ 0x520e3305 & 0x7edaa354 ^ 0x68e1604d ^ 0x3d2638af & state0 ^ 0x2f4dfd84 + u16_2 ^ 0x17d39c9f	79=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32(flags0 ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)))))))) ^ 0x...#f97c7f052dc0 | 49=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 ^ 0x2f4dfd84)) + u16_2)) | 0x1f5cd114)) - (mask32((mask32((mask32(flags0 + 0x3f0d8c6a)) ^ 0x3d2638af)) & (mask32((mask32(state0 ^ 0x2f4dfd84...#57e552ee959b	simplify_to_c_expression_or_table
158	0x99029	vmop_158_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:804	algebraic_state_or_slot_formula:804	slot_multi_path	state_add_const	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var224(top=0xf6:3.1%);b3=var226(top=0xd6:4.1%)	w0=0x01e8;w1=var783(top=0x0a12:2.7%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+37	61	804	18;28;40;64;66;69;78;95;114;119;175;181;185;189;195;199;215;216;258;261;264;278;297;307;...+6	30	18864	vm_instruction_trace.tsv:9432;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9432	804	0		flags0;state0;u16_2	0xffff;0xfb6049e;0x1f711c95;0x1fbfc3f3;0x3c39b020;0x3ffdb46c	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:16;&:2;|:5;^:25;+:4	state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 + u16_2 + state0 ^ 0x1fbfc3f3 ^ flags0 ^ 0x3c39b020 ^ 0x1f711c95 | 0xfb6049e ^ flags0 ^ 0x3c39b020 ^ 0x3ffdb46c	79=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32(flags0 ^ 0x1f711c95)))) | 0xfb6049e)) ^ flags0)))) ^ 0x3ffdb46c)) & 0xffff | 49=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ 0x1fbfc3f3)) ^ (mask32((mask32(flags0 ^ 0x3c39b020)) ^ 0x1f711c95)))) | 0xfb6049e)) ^ (mask32(flags0 ^ 0x3c39b020)))))) ^ 0x3ffdb46c)) & 0xffff	simplify_to_c_expression_or_table
160	0x994cf	vmop_160_plus0x2_state_const_post_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:576	algebraic_state_or_slot_formula:576	slot_multi_path	state_const_post	+0x2	VV	V	b0=var52(top=0x79:6.7%);b1=var12(top=0x2f:18.6%)	w0=var115(top=0x2e48:6.5%)	000;001;002;007;008;010;011;012;013;014;015;016;019;020;021;022;023;025;026;027;028;029;030;031;...+29	53	576	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41	65	10414	vm_instruction_trace.tsv:5207;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:5207	576	0		state0;u16_0	0xffff;0x256c03d7;0x4cf19f11;0x5a1beb81;0x67f1fed6;0x72df8f7a	pre_state;raw_vm_bytes:u16_0	mask32:6;&:7;|:7;^:2;-:2	state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 | u16_0 ^ state0 | 0x67f1fed6 & 0x256c03d7 | 0x72df8f7a & 0x5a1beb81 - 0x4cf19f11	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 | 0x67f1fed6)) & 0x256c03d7)) | 0x72df8f7a)) & 0x5a1beb81)))) - 0x4cf19f11)) & 0xffff	simplify_to_c_expression_or_table
161	0x9975a	vmop_161_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:818	algebraic_state_or_slot_formula:818	slot_multi_path	state_add_const	+0x4	VVCC	VC	b0=var125(top=0x0e:5.8%);b1=var51(top=0x70:5.8%);b2=0xe8;b3=0x01	w0=var641(top=0x700a:2.7%);w1=0x01e8	000;001;002;003;004;005;006;007;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;024;...+35	59	818	18;28;40;64;66;78;95;114;119;175;181;185;189;195;199;215;216;241;258;261;264;278;297;307;...+6	30	18964	vm_instruction_trace.tsv:9482;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9482	818	0		state0;u16_0	0xffff;0x4c0132b4;0x69145e52	pre_state;raw_vm_bytes:u16_0	mask32:3;&:1;|:2;+:2	state0 | 0x69145e52	128=(mask32((mask32(u16_0 + (mask32(state0 | 0x69145e52)))) + 0x4c0132b4)) & 0xffff	simplify_to_c_expression_or_table
167	0x9a8d2	vmop_167_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:174	algebraic_state_or_slot_formula:174	slot_mba_stateful	state_add_const	+0x6	CCCCVV	CCV	b0=0xe8;b1=0x01;b2=0x3d;b3=0x01;b4=var87(top=0xf5:13.7%);b5=var97(top=0x2d:11.6%)	w0=0x01e8;w1=0x013d;w2=var152(top=0x33d0:10.2%)	000;001;002;003;004;005;007;010;011;012;013;014;015;016;019;020;021;022;023;024;025;026;028;029;...+24	48	174	283;295;351	3	5018	vm_instruction_trace.tsv:2509;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2509	174	0		state0;u16_4	0xffff;0x5f92615	pre_state;raw_vm_bytes:u16_4	mask32:2;&:1;^:4;-:1	state0 - u16_4 ^ state0 ^ 0x5f92615	128=(mask32((mask32(u16_4 ^ state0)) ^ 0x5f92615)) & 0xffff	simplify_to_c_expression_or_table
168	0x9aa83	vmop_168_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1365	algebraic_state_or_slot_formula:1365	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var244(top=0xe3:6.9%);b1=var219(top=0x56:6.0%);b2=var192(top=0xde:4.8%);b3=var14(top=0xd9:19.8%)	w0=var1171(top=0x564c:2.4%);w1=var620(top=0xd9ae:2.5%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+35	59	1365	3;18;26;28;30;31;33;37;49;52;64;66;70;79;83;94;99;114;121;124;125;128;140;146;...+42	66	28736	vm_instruction_trace.tsv:14368;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:14368	1365	0		flags0;state0;u16_0;u16_2	0xffff;0x2eab70d9;0x46cbe42d;0x4ee70776;0x553030a2;0x66031b5e;0x6899d5d4;0x69af076d;0x7c2abc25	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:12;&:14;|:7;^:2;+:10;-:3	state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 & u16_2 + state0 | 0x6899d5d4 & u16_0 + flags0 & 0x66031b5e - 0x2eab70d9 ^ 0x7c2abc25 & 0x46cbe42d & 0x69af076d | 0x4ee70776 + 0x553030a2	74=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + flags0)))))) + 0x553030a2)) & 0xffff | 54=(mask32((mask32(u16_2 + (mask32((mask32(state0 | 0x6899d5d4)) & (mask32(u16_0 + (mask32((mask32(flags0 & 0x66031b5e)) - 0x2eab70d9)))))))) + 0x553030a2)) & 0xffff	simplify_to_c_expression_or_table
172	0x9b68a	vmop_172_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1093	algebraic_state_or_slot_formula:1093	slot_mba_stateful	state_add_const	+0x4	VVVV	VV	b0=var252(top=0xb3:4.2%);b1=var232(top=0xae:3.5%);b2=var30(top=0x23:12.0%);b3=var11(top=0x03:16.3%)	w0=var1039(top=0xa03e:2.0%);w1=var67(top=0x0ad3:6.8%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+35	59	1093	3;18;26;28;30;33;37;49;64;66;70;74;79;83;88;114;121;124;125;128;130;131;140;146;...+43	67	25062	vm_instruction_trace.tsv:12531;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:12531	1093	4	host_environment_inventory;network;process_or_shell;threading_sync	flags0;state0;u16_0;u16_2	0xffff;0x15bf847f;0x3eba9edf;0x6ecee241;0x7070916c;0x715f0a33	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:1;&:2;|:2;^:7;+:1;-:2	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff	simplify_to_c_expression_or_table
