entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
240	0xa9cf7	1	7	0xa9ff7	r8	0x300	7	7	2	+0x5:7	173@0x9ba74:5,108@0x8f24b:2	tail@0xa9ff7:7	0xaa007	177	778	5	1	0	0	0xa:4,0x0:2,0x60:2,0x194:2,0x71:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x1/2:2,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:45,add:39,sub:22,and:18,or:13,xor:12,cmp:5,jne:4
241	0xa9ffa	1	2	0xaa87a	r13	0x880	2	2	2	+0xd:2	333@0xbd8af:1,66@0x855ff:1	tail@0xaa87a:2	0xaa88a	464	2189	38	3	0	1	0xa:6,0x12:1,0xbb:1,0x10f:1,0x170:1	0x12:19,0x1dc:1,0x170:1,0xa:1	+0x6/2:1,+0x8/1:1,+0x0/4:1,+0x4/2:1,+0x9/2:1,+0xb/2:1	dyn/8:1	mov:98,add:83,and:70,xor:43,sub:42,or:36,jne:25,cmp:22
242	0xaa87d	1	181	0xaab67	r8	0x2ea	181	181	17	+0x5:181	75@0x873fc:92,246@0xab427:38,145@0x95b5c:33,199@0xa0631:9,334@0xbdd18:4	tail@0xaab67:181	0xaab77	161	762	5	1	0	0	0xa:3,0x60:2,0x0:2,0x194:1,0x71:1,0x81:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x2/1:1,+0x0/2:1,+0x3/2:1	dyn/8:1	mov:47,add:40,or:18,sub:13,and:11,xor:10,cmp:5,jne:4
243	0xaab6a	1	9463	0xaaf3c	rsi	0x3d2	9463	9463	761	+0x4:9463	307@0xb8064:733,189@0x9e7af:698,18@0x7be9b:642,185@0x9d964:578,28@0x7e390:559	tail@0xaaf3c:9463	0xaaf4c	212	992	6	1	0	0	0x170:9,0x0:4,0x81:3,0x23:3,0x194:3,0x71:2,0xa:2,0x10f:1	0x23:6,0x170:5,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:74,add:61,and:19,sub:14,xor:12,or:12,cmp:10,je:4
244	0xaaf3e	0	0	0xab13e	r14	0x200	0	0	0				0xab14e	111	528	2	2	0	0	0xa:6,0x170:2,0x0:1,0x199:1,0x23:1,0x10f:1	0x23:2,0xa:1	+0x7/2:2,+0x0/2:2,+0x5/2:1,+0x2/2:1	dyn/8:1	mov:39,add:38,and:8,sub:7,or:6,movzx:5,cmp:3,je:2
245	0xab141	1	75	0xab424	r12	0x2e3	75	75	18	+0x5:75	145@0x95b5c:28,316@0xb987b:28,75@0x873fc:12,210@0xa2da3:3,334@0xbdd18:3	tail@0xab424:75	0xab434	168	755	5	1	0	0	0x0:3,0xa:3,0x170:2,0x60:2,0x81:1,0x194:1,0x71:1,0x10f:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:50,mov:47,xor:21,and:12,sub:9,cmp:6,or:6,jne:4
246	0xab427	1	102	0xabc56	r9	0x82f	39	39	13	+0x78:25,+0x792:3,+0x21a:2,+0x288:2,+0x28b:2	165@0x9a24c:31,354@0xc2241:6,171@0x9b4b3:2	tail@0xabc56:39	0xabc66	443	2105	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:101,add:80,and:71,sub:44,xor:36,or:35,jne:25,cmp:23
247	0xabd6f	0	0	0xac10e	rdx	0x39f	0	0	0				0xac11e	200	941	8	2	0	0	0xa:3,0x10f:1,0x170:1,0x81:1	0x199:4,0x170:1,0xa:1	+0x3/2:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:44,add:39,and:30,or:25,xor:24,sub:15,cmp:8,jne:7
248	0xac110	1	20	0xac43d	r11	0x32d	20	20	7	+0x4:20	258@0xadf2c:9,168@0x9aa83:4,189@0x9e7af:2,157@0x98a9a:2,124@0x91e81:1	tail@0xac43d:20	0xac44d	175	829	2	2	0	0	0x170:3,0x23:3,0x81:2,0xa:2,0xbb:1,0x10f:1	0x23:6,0x170:2,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:46,mov:45,and:23,sub:21,xor:16,or:16,cmp:2,je:2
249	0xac440	0	0	0xac7ff	r11	0x3bf	0	0	0				0xac80f	206	975	4	3	0	0	0xa:8,0x81:3,0x23:1,0x199:1,0x10f:1,0x170:1	0x23:2,0x170:1,0xa:1	+0x9/2:2,+0x4/2:2,+0x2/2:1,+0x8/1:1,+0x6/2:1,+0x0/2:1	dyn/8:1	mov:62,add:56,sub:20,and:17,xor:16,or:15,movzx:6,cmp:5
250	0xac802	1	75	0xacbc3	rbx	0x3c1	75	75	6	+0x3:75	43@0x8173d:71,196@0x9fbcd:3,157@0x98a9a:1	tail@0xacbc3:75	0xacbd3	206	976	3	2	0	0	0x23:6,0x81:3,0x71:2,0x170:2,0xa:2,0x0:1,0x194:1,0x10f:1	0x170:6,0x23:4,0xe1:1,0xa:1	+0x0/1:1,+0x1/2:1	dyn/8:1	mov:61,add:61,or:21,and:20,sub:18,xor:15,cmp:4,je:3
251	0xacbc5	1	39	0xacefb	rsi	0x336	39	39	2	+0x5:39	108@0x8f24b:22,198@0xa037e:17	tail@0xacefb:39	0xacf0b	185	837	5	1	0	0	0xa:5,0x0:2,0x81:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:50,add:41,xor:23,and:18,sub:16,or:10,cmp:5,jne:4
252	0xacefd	0	0	0xad329	r8	0x42c	1984	0	0				0xad339	245	1081	4	4	0	1	0x81:7,0xa:4,0x170:3,0x23:3,0x0:2,0x194:1,0x10f:1	0x170:6,0x23:2,0x1dc:1,0x60:1,0xa:1	+0x0/4:2,+0x2/4:1,+0x0/2:1	dyn/8:1	mov:74,add:64,or:23,pop:17,sub:16,and:14,xor:14,cmp:6
253	0xacfb1	1	1984	0xad329	r8	0x378	1984	1984	332	+0x6:1984	297@0xb64d7:269,199@0xa0631:208,337@0xbec0e:194,28@0x7e390:173,17@0x7bae9:151	tail@0xad329:1984	0xad339	191	901	2	3	0	0	0x81:7,0x170:3,0x23:3,0x0:2,0xa:2,0x194:1,0x10f:1	0x170:6,0x23:2,0x60:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:60,add:54,or:23,sub:16,and:14,xor:14,cmp:4,jmp:3
254	0xad32c	1	1987	0xad766	rsi	0x43a	1996	1987	242	+0x4:1987	180@0x9cf32:282,66@0x855ff:269,183@0x9d495:207,28@0x7e390:197,91@0x8b6de:184	tail@0xad766:1987	0xad776	231	1097	2	2	0	0	0x23:4,0x81:4,0xa:2,0x170:1,0x194:1,0x10f:1	0x170:10,0x23:2,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:69,add:59,sub:30,or:23,xor:21,and:21,movzx:2,cmp:2
255	0xad768	0	0	0xad847	rdi	0xdf	0	0	0				0xad857	53	238	1	2	0	0	0xa:4,0x10f:1,0x170:1	0xa:1	+0x2/2:1,+0x6/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	mov:20,add:19,movzx:4,and:2,sub:2,jmp:2,push:1,pop:1
256	0xad849	1	3880	0xadbfa	r9	0x3b1	3880	3880	507	+0x2:3880	340@0xbf435:390,189@0x9e7af:295,199@0xa0631:233,168@0x9aa83:225,215@0xa4609:209	tail@0xadbfa:3880	0xadc0a	205	961	8	4	0	0	0x81:6,0x194:4,0x170:4,0x71:3,0x0:2,0x23:2,0x16f:1,0xa:1,0x10f:1	0x170:6,0x23:4,0xa:1	+0x0/2:1	dyn/8:1	mov:71,add:52,xor:18,sub:17,or:15,cmp:10,and:9,jne:4
257	0xadbfd	1	4958	0xadf29	r14	0x32c	4958	4958	509	+0x2:4958	172@0x9b68a:777,43@0x8173d:281,157@0x98a9a:273,185@0x9d964:247,203@0xa1484:215	tail@0xadf29:4958	0xadf39	183	828	8	3	0	0	0x81:4,0x170:3,0x194:3,0x0:2,0x71:1,0x16f:1,0x23:1,0xa:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1	dyn/8:1	mov:53,add:48,sub:20,and:16,or:13,xor:11,cmp:10,je:4
258	0xadf2c	1	28055	0xae32f	r11	0x403	28067	28055	2268	+0x4:28055	307@0xb8064:1689,199@0xa0631:1547,297@0xb64d7:1508,215@0xa4609:1365,18@0x7be9b:1334	tail@0xae32f:28055	0xae33f	221	1042	2	1	0	0	0x23:4,0x194:3,0xa:2,0x71:1,0x81:1,0x10f:1,0x170:1	0x23:4,0x170:4,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:55,add:52,or:29,and:28,sub:26,xor:24,cmp:2,je:2
259	0xae332	1	1	0xae909	rbx	0x5d7	1	1	1	+0xa:1	28@0x7e390:1	tail@0xae909:1	0xae919	323	1510	6	2	0	0	0x23:9,0x170:5,0x81:4,0x0:4,0xa:3,0x71:2,0x194:1,0x10f:1	0x23:11,0x170:6,0x60:1,0xa:1	+0x2/4:1,+0x2/8:1,+0x0/2:1	dyn/8:1	add:92,mov:88,and:35,sub:32,xor:30,or:25,cmp:10,je:6
260	0xae90b	1	2645	0xaeda0	rcx	0x495	2645	2645	228	+0x4:2645	180@0x9cf32:356,189@0x9e7af:271,340@0xbf435:257,183@0x9d495:247,91@0x8b6de:204	tail@0xaeda0:2645	0xaedb0	248	1187	3	2	0	0	0x23:8,0x170:3,0xa:2,0x71:1,0x81:1,0x10f:1	0x170:10,0x23:6,0x60:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:73,mov:68,or:29,sub:27,and:21,xor:20,cmp:3,je:3
261	0xaeda2	1	1074	0xaeeff	r12	0x15d	1074	1074	85	+0x6:1074	114@0x90319:215,297@0xb64d7:189,347@0xc088d:184,18@0x7be9b:110,337@0xbec0e:101	tail@0xaeeff:1074	0xaef0f	80	361	0	1	0	0	0xa:3,0x81:1,0x10f:1	0x170:1,0xa:1	+0x4/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	add:23,mov:18,xor:11,and:10,sub:7,or:6,movzx:3,push:1
262	0xaef02	0	0	0xaf26a	r13	0x368	0	0	0				0xaf27a	189	888	2	2	0	0	0xa:8,0x170:2,0x199:1,0x194:1,0x23:1,0x10f:1	0x170:1,0xa:1	+0x2/2:2,+0x4/2:2,+0x0/2:1,+0xa/1:1,+0x6/2:1,+0x8/2:1	dyn/8:1	add:58,mov:55,xor:17,and:16,sub:14,or:14,movzx:6,cmp:3
263	0xaf26d	0	0	0xaf4cc	r13	0x25f	0	0	0				0xaf4dc	131	620	3	2	0	0	0xa:8,0x170:2,0x23:1,0x199:1,0x0:1,0x10f:1	0x23:3,0x170:1,0xa:1	+0x4/2:2,+0x9/2:2,+0x6/2:1,+0x8/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:48,add:42,and:11,movzx:6,xor:5,cmp:4,sub:4,or:4
264	0xaf4cf	1	402	0xaf8ac	r8	0x3dd	0	291	15	+0xa:291	169@0x9af18:191,310@0xb8556:100	dispatch@0xcdac7:280,dispatch@0xc80b9:11	0xaf8bc	232	1002	0	1	2	1	0xa:20,0xbb:2,0x0:2,0x10f:1,0x170:1	0x1dc:1,0x170:1,0xa:1	+0x4/2:2,+0x6/4:1,+0x0/4:1,+0x18/2:1,+0x1a/2:1,+0x12/2:1,+0xa/2:1,+0x16/2:1,+0xe/2:1,+0x14/2:1,+0xc/2:1,+0x6/2:1,+0x0/2:1,+0x2/2:1,+0x1e/2:1,+0x20/2:1,+0x1c/2:1,+0x10/2:1,+0x8/2:1	dyn/8:1	mov:99,add:78,push:20,pop:19,and:4,sub:4,call:2,popfq:1
265	0xaf57f	0	0	0xaf8ac	r8	0x32d	0	0	0				0xaf8bc	184	826	0	1	2	0	0xa:17,0x0:2,0x10f:1,0x170:1	0x170:1,0xa:1	+0x18/2:1,+0x1a/2:1,+0x12/2:1,+0xa/2:1,+0x16/2:1,+0xe/2:1,+0x14/2:1,+0xc/2:1,+0x6/2:1,+0x0/2:1,+0x2/2:1,+0x1e/2:1,+0x20/2:1,+0x4/2:1,+0x1c/2:1,+0x10/2:1,+0x8/2:1	dyn/8:1	mov:81,add:65,push:20,and:4,pop:4,sub:4,call:2,dec:1
266	0xaf8af	1	200	0xafa1d	rdx	0x16e	200	200	16	-0x2e8:125,-0x40:52,-0x55d:7,-0x78e:4,-0x2ce:4	354@0xc2241:135,171@0x9b4b3:57,165@0x9a24c:8	tail@0xafa1d:200	0xafa2d	78	381	1	2	0	0	0xa:2,0x10f:1	0xa:2	+0x0/2:1,+0x4/4:1	dyn/8:1	mov:18,add:18,xor:16,and:9,sub:8,or:4,jmp:2,shl:1
267	0xafa1f	1	4	0xb0005	rax	0x5e6	4	4	1	+0x5:4	144@0x95887:4	tail@0xb0005:4	0xb0015	330	1522	7	1	0	0	0x23:5,0x0:4,0x170:3,0x194:3,0xa:3,0x60:2,0x71:1,0x10f:1	0x23:7,0x170:4,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:87,add:85,and:36,sub:36,or:33,xor:29,cmp:9,jne:4
268	0xb0007	1	12037	0xb0458	r15	0x451	12039	12037	1112	+0x4:12037	243@0xaab6a:816,28@0x7e390:796,64@0x85059:710,185@0x9d964:693,215@0xa4609:585	tail@0xb0458:12037	0xb0468	249	1121	6	4	0	0	0x170:6,0x23:6,0x81:5,0x0:3,0x71:2,0xa:2,0x194:1,0x10f:1	0x170:5,0x23:5,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:67,add:66,sub:31,or:25,and:23,xor:16,cmp:9,je:6
269	0xb045b	1	2611	0xb092e	rax	0x4d3	2611	2611	415	+0x5:2611	108@0x8f24b:571,352@0xc1ec4:384,256@0xad849:368,173@0x9ba74:364,160@0x994cf:364	tail@0xb092e:2611	0xb093e	270	1247	2	1	0	0	0x170:4,0x23:4,0x0:4,0xa:3,0x60:2,0x81:1,0x71:1,0x10f:1	0x170:5,0x23:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:83,add:77,xor:32,and:27,or:20,sub:19,cmp:5,je:2
270	0xb0930	0	0	0xb0e2d	r12	0x4fd	0	0	0				0xb0e3d	285	1289	2	2	0	1	0xa:5,0x23:5,0x170:3,0x81:2,0x0:2,0xbb:1,0x194:1,0x10f:1	0x170:6,0x23:3,0x1dc:1,0x60:1,0xa:1	+0x0/4:2,+0x4/2:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:82,add:80,sub:30,and:26,or:23,xor:16,pop:15,cmp:4
271	0xb09ab	0	0	0xb0e2d	r12	0x482	0	0	0				0xb0e3d	248	1166	2	2	0	0	0x23:5,0x170:3,0xa:3,0x81:2,0x0:2,0x194:1,0x10f:1	0x170:6,0x23:3,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	add:72,mov:70,sub:30,and:26,or:23,xor:16,cmp:4,je:2
272	0xb0e30	0	0	0xb11c7	r15	0x397	0	0	0				0xb11d7	201	935	2	2	0	0	0xa:8,0x170:2,0x23:1,0x199:1,0x0:1,0x10f:1	0x170:1,0xa:1	+0x6/2:2,+0x4/2:2,+0x8/2:1,+0xa/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:52,add:52,and:24,or:22,xor:21,sub:14,movzx:6,cmp:4
273	0xb11ca	1	2115	0xb1545	r9	0x37b	2115	2115	218	+0x4:2115	183@0x9d495:269,199@0xa0631:258,180@0x9cf32:171,196@0x9fbcd:159,347@0xc088d:155	tail@0xb1545:2115	0xb1555	197	907	0	1	0	0	0x23:4,0x170:3,0x71:2,0xa:2,0x0:1,0x81:1,0x10f:1	0x170:6,0x23:1,0x60:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:51,mov:43,xor:29,sub:27,or:22,and:21,movzx:2,cmp:1
274	0xb1548	0	0	0xb180b	r11	0x2c3	0	0	0				0xb181b	151	722	4	2	0	0	0xa:8,0x23:2,0x199:1,0x10f:1,0x170:1	0x23:4,0x170:1,0xa:1	+0x7/2:2,+0x5/2:2,+0x3/2:1,+0x2/1:1,+0x9/2:1,+0x0/2:1	dyn/8:1	mov:49,add:45,and:13,xor:9,or:9,sub:7,movzx:6,cmp:5
275	0xb180e	0	0	0xb1b2a	r15	0x31c	0	0	0				0xb1b3a	178	809	3	2	0	0	0xa:8,0x170:2,0x0:1,0x199:1,0x23:1,0x10f:1	0x23:1,0x170:1,0xa:1	+0x5/2:2,+0x7/2:2,+0x9/2:1,+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	add:56,mov:46,xor:21,and:13,sub:13,or:12,movzx:6,cmp:4
276	0xb1b2d	1	1	0xb1fd3	rax	0x4a6	1	1	1	+0xa:1	157@0x98a9a:1	tail@0xb1fd3:1	0xb1fe3	265	1205	3	3	0	0	0x23:5,0x170:3,0xa:3,0x81:2,0x194:2,0x0:2,0x10f:1	0x170:8,0x23:2,0x60:1,0xa:1	+0x2/4:1,+0x2/8:1,+0x0/2:1	dyn/8:1	mov:70,add:56,xor:36,and:33,or:30,sub:26,cmp:5,je:3
277	0xb1fd5	0	0	0xb2340	rdi	0x36b	0	0	0				0xb2350	201	887	5	1	0	0	0xa:4,0x0:3,0x170:2,0x60:2,0x194:1,0x23:1,0x71:1,0x10f:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:53,add:44,xor:29,sub:17,and:15,or:14,cmp:6,jne:4
278	0xb2342	1	596	0xb265e	r10	0x31c	0	555	15	+0xa:553,+0x221770:1,+0x2426ba:1	169@0x9af18:368,310@0xb8556:185,323@0xbb6e6:1,86@0x8a37f:1	dispatch@0xcdac7:549,dispatch@0xc80b9:6	0xb266e	186	812	5	1	0	1	0xa:6,0xbb:2,0x0:2,0x23:2,0x194:1,0x81:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x1dc:1,0x0:1,0xa:1	+0x6/4:1,+0x4/2:1,+0x0/4:1,+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:60,add:49,pop:16,sub:13,or:11,xor:8,and:6,cmp:5
279	0xb23f7	0	0	0xb265e	r10	0x267	0	0	0				0xb266e	138	631	5	1	0	0	0xa:3,0x0:2,0x23:2,0x194:1,0x81:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x0:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:42,add:36,sub:13,or:11,xor:8,and:6,cmp:5,jne:4
280	0xb2661	1	108	0xb2db4	rdx	0x753	108	108	12	+0x5:108	257@0xadbfd:66,160@0x994cf:12,108@0x8f24b:10,198@0xa037e:8,173@0x9ba74:7	tail@0xb2db4:108	0xb2dc4	406	1890	9	3	0	0	0x23:8,0x81:5,0x0:3,0x71:3,0xa:3,0x60:2,0x194:2,0x10f:1	0x170:9,0x23:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:107,add:93,xor:52,sub:45,or:42,and:38,cmp:10,je:5
281	0xb2db6	1	555	0xb3125	r12	0x36f	555	555	73	+0x4:555	269@0xb045b:257,253@0xacfb1:153,322@0xbb3c9:11,292@0xb540f:9,3@0x78c77:8	tail@0xb3125:555	0xb3135	196	895	1	2	0	0	0x81:5,0x23:3,0x194:2,0xa:2,0x170:2,0x71:1,0x0:1,0x10f:1	0x170:7,0x23:1,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:59,add:52,sub:25,xor:20,or:19,and:14,movzx:2,cmp:2
282	0xb3128	1	269	0xb360f	r8	0x4e7	269	269	95	+0x5:269	280@0xb2661:64,220@0xa522e:27,90@0x8b334:21,199@0xa0631:13,66@0x855ff:12	tail@0xb360f:269	0xb361f	267	1271	8	3	0	0	0x81:4,0x23:4,0xa:3,0x0:2,0x170:2,0x10f:1	0x23:5,0x170:1,0x16f:1,0x0:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:67,add:64,sub:38,and:34,xor:22,or:19,cmp:10,je:4
283	0xb3612	1	1438	0xb3799	rdi	0x187	1438	1438	126	+0x5:1438	333@0xbd8af:186,215@0xa4609:185,168@0x9aa83:184,258@0xadf2c:168,185@0x9d964:98	tail@0xb3799:1438	0xb37a9	83	406	0	1	0	0	0xa:3,0x10f:1	0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:24,add:19,sub:10,and:10,or:9,xor:7,movzx:3,jmp:1
284	0xb379b	1	1	0xb3ff1	r9	0x856	1	1	1	+0xd:1	239@0xa991e:1	tail@0xb3ff1:1	0xb4001	469	2150	38	3	0	1	0xa:6,0x12:1,0xbb:1,0x10f:1,0x0:1	0x12:19,0x1dc:1,0x170:1,0xa:1	+0x6/2:1,+0x8/1:1,+0x0/4:1,+0x4/2:1,+0x9/2:1,+0xb/2:1	dyn/8:1	mov:106,add:89,and:62,sub:46,xor:39,or:35,jne:25,cmp:22
285	0xb3ff4	1	1	0xb42df	r12	0x2eb	1	1	1	+0x5:1	160@0x994cf:1	tail@0xb42df:1	0xb42ef	172	762	5	1	0	0	0xa:4,0x0:2,0x23:1,0x194:1,0x81:1,0x71:1,0x10f:1,0x170:1	0x170:2,0x71:2,0x0:1,0xa:1	+0x0/2:2,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:51,add:43,sub:21,or:12,xor:11,and:7,cmp:5,jne:4
286	0xb42e2	0	0	0xb45cf	r10	0x2ed	0	0	0				0xb45df	171	762	5	1	0	0	0xa:3,0x0:2,0x170:2,0x23:1,0x194:1,0x71:1,0x10f:1	0x170:2,0x71:2,0x0:1,0x23:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:45,add:42,sub:26,or:17,and:11,xor:8,cmp:5,jne:4
287	0xb45d2	1	9723	0xb497e	rdi	0x3ac	9723	9723	866	+0x4:9723	28@0x7e390:769,297@0xb64d7:686,199@0xa0631:651,189@0x9e7af:621,196@0x9fbcd:582	tail@0xb497e:9723	0xb498e	194	952	10	4	0	0	0x81:6,0x23:4,0x194:2,0x170:2,0xa:2,0x0:1,0x10f:1	0x170:5,0x23:4,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:58,add:49,and:18,xor:16,or:13,sub:12,cmp:11,je:8
288	0xb4980	0	0	0xb4bfe	rdx	0x27e	0	0	0				0xb4c0e	154	650	2	3	0	1	0xa:7,0x170:2,0xbb:1,0x81:1,0x0:1,0x10f:1	0x1dc:1,0xa:1	+0x6/2:2,+0x4/2:2,+0x0/4:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:47,add:37,pop:16,sub:13,and:12,xor:9,or:5,movzx:4
289	0xb4a2b	0	0	0xb4bfe	rdx	0x1d3	0	0	0				0xb4c0e	107	479	2	3	0	0	0xa:4,0x170:2,0x81:1,0x0:1,0x10f:1	0xa:1	+0x6/2:1,+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:29,add:25,sub:13,and:12,xor:9,or:5,movzx:4,cmp:3
290	0xb4c00	1	27	0xb4eda	r11	0x2da	27	27	3	+0x5:27	257@0xadbfd:17,108@0x8f24b:10	tail@0xb4eda:27	0xb4eea	171	743	5	1	0	0	0xa:4,0x0:2,0x23:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x170:2,0x71:2,0x23:1,0x0:1,0xa:1	+0x0/2:2,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:46,add:41,and:18,xor:14,or:13,sub:12,cmp:5,jne:4
291	0xb4edd	1	479	0xb540d	rdx	0x530	479	479	89	+0x4:479	79@0x885b0:95,292@0xb540f:77,330@0xbc9b8:69,18@0x7be9b:68,48@0x82477:25	tail@0xb540d:479	0xb541d	278	1340	4	3	0	0	0x23:6,0x194:3,0x170:2,0x81:2,0xa:2,0x0:1,0x10f:1	0x170:5,0x23:5,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:75,mov:65,or:39,and:30,xor:28,sub:27,cmp:5,je:4
292	0xb540f	1	651	0xb593d	rbx	0x52e	651	651	84	+0x5:651	185@0x9d964:259,350@0xc1926:64,307@0xb8064:64,317@0xba1e2:34,90@0x8b334:34	tail@0xb593d:651	0xb594d	293	1341	6	2	0	0	0x81:3,0xa:3,0x170:3,0x71:2,0x23:2,0x194:1,0x0:1,0x10f:1	0x170:3,0x23:2,0x16f:1,0x0:1,0xa:1	+0x1/2:1,+0x0/1:1,+0x3/2:1	dyn/8:1	add:74,mov:60,xor:46,and:37,or:30,sub:29,cmp:7,jne:4
293	0xb593f	0	0	0xb5d7a	rcx	0x43b	0	0	0				0xb5d8a	233	1098	1	1	0	0	0xa:3,0x23:3,0x81:2,0x194:2,0x10f:1,0x170:1	0x23:5,0x170:4,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:65,add:59,sub:32,xor:25,or:23,and:23,shr:1,shl:1
294	0xb5d7c	0	0	0xb60dd	r14	0x361	0	0	0				0xb60ed	201	878	8	2	0	0	0xa:3,0x10f:1,0x170:1	0x199:4,0x170:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:42,add:38,and:32,or:28,xor:22,sub:16,cmp:8,jne:7
295	0xb60e0	1	979	0xb625a	r15	0x17a	979	979	112	+0x5:979	258@0xadf2c:218,28@0x7e390:184,66@0x855ff:183,64@0x85059:100,43@0x8173d:97	tail@0xb625a:979	0xb626a	85	394	0	1	0	0	0xa:3,0x10f:1	0x170:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:20,add:20,or:14,and:10,sub:9,xor:8,movzx:3,jmp:1
296	0xb625d	0	0	0xb64d5	rsi	0x278	0	0	0				0xb64e5	152	647	5	1	0	0	0xa:3,0x0:2,0x81:1,0x194:1,0x71:1,0x10f:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:44,add:37,sub:14,or:12,xor:12,and:11,cmp:5,jne:4
297	0xb64d7	1	20637	0xb68ff	r13	0x428	20666	20637	1843	+0x3:20637	347@0xc088d:1305,258@0xadf2c:1284,340@0xbf435:1194,114@0x90319:908,123@0x91a59:902	tail@0xb68ff:20637	0xb690f	230	1080	5	4	0	0	0x23:4,0x81:3,0x170:3,0x71:2,0xa:2,0x0:1,0x194:1,0x10f:1	0x170:5,0x23:4,0x194:1,0xa:1	+0x0/1:1,+0x1/2:1	dyn/8:1	add:65,mov:52,xor:26,and:26,or:25,sub:19,cmp:6,je:5
298	0xb6902	0	0	0xb6bb7	r10	0x2b5	0	0	0				0xb6bc7	152	706	1	2	0	0	0xa:6,0x199:1,0x10f:1,0x170:1	0xa:1	+0x5/2:2,+0x3/2:2,+0x0/2:1,+0x7/2:1	dyn/8:1	mov:44,add:41,and:22,or:14,xor:11,sub:11,movzx:5,jmp:2
